created_date;is_retweet?;text;text_retweet;language;hashtags;mentions;location;geo_location;geo_country;geo_coordinates;user_created_at;screen_name;name;profile_description;total_number_of_tweets;is_verified;followers_count;friends_count;retweets_count;favorite_count;url;listed_count;default_profile;default_profile_image;has_extended_profile;language_desc;tweet_full;pre_proc_tweet;stop_filter_tweet;pos_tags;stem_filter;lemma_filter
2019-03-22 10:45:22;True;;"RT @MJJJusticePrjct: ""I’ll tell u exactly why it’s going to be even more difficult in the future #WadeRobson, J.Safechuck &amp; Dan Reed.They h…";en;'WadeRobson';'MJJJusticePrjct';United Kingdom;;;;2019-02-25 19:38:30;Bex18856280;Bex #MJFAM #MJINNOCENT;it's all for L/O/V/E #MJINNOCENT Been an MJ fan since forever. I'm passionate about speaking the TRUTH and standing up for what is RIGHT;619;False;33;43;6;0;;0;False;False;False;english;"RT @MJJJusticePrjct: ""I’ll tell u exactly why it’s going to be even more difficult in the future #WadeRobson, J.Safechuck &amp; Dan Reed.They h…";"  ""i’ll tell u exactly why it’s going to be even more difficult in the future  j.safechuck &amp; dan reed.they h…";"`` ’ tell u exactly ’ going even difficult future j.safechuck & amp ; dan reed.they h… ";"[('``', '``'), ('’', 'NN'), ('tell', 'NN'), ('u', 'RB'), ('exactly', 'RB'), ('’', 'VBZ'), ('going', 'VBG'), ('even', 'RB'), ('difficult', 'JJ'), ('future', 'JJ'), ('j.safechuck', 'NN'), ('&', 'CC'), ('amp', 'NN'), (';', ':'), ('dan', 'CC'), ('reed.they', 'VB'), ('h…', 'NN')]";"`` ’ tell u exactli ’ go even difficult futur j.safechuck & amp ; dan reed.they h…";"`` ’ tell u exactly ’ go even difficult future j.safechuck & amp ; dan reed.they h…"
2019-03-22 10:45:16;True;;RT @TomiLahren: We live in a time where disagreeing with a liberal is bullying, but calling a conservative a slut is a social justice victo…;en;;'TomiLahren';Ohio, USA;;;;2016-02-25 00:12:03;DonMcLaughlin9;jack sucks;Reliability Eng, DOE, #Blockchain pioneer, Day Trader, ex Multi CIO, ex IT Program Director for multiple gov/np, B.S. Statistics. #WWG1WGA #MAGA #KAG;13419;False;4989;4993;2823;0;;5;True;False;False;english;RT @TomiLahren: We live in a time where disagreeing with a liberal is bullying, but calling a conservative a slut is a social justice victo…;  we live in a time where disagreeing with a liberal is bullying, but calling a conservative a slut is a social justice victo…;live time disagreeing liberal bullying , calling conservative slut social justice victo… ;[('live', 'JJ'), ('time', 'NN'), ('disagreeing', 'VBG'), ('liberal', 'JJ'), ('bullying', 'NN'), (',', ','), ('calling', 'VBG'), ('conservative', 'JJ'), ('slut', 'NN'), ('social', 'JJ'), ('justice', 'NN'), ('victo…', 'NN')];live time disagre liber bulli , call conserv slut social justic victo…;live time disagree liberal bullying , call conservative slut social justice victo…
2019-03-22 10:45:13;False;"Why you sometimes have to stand up for what you believe in, even if you have to stand completely alone: https://t.co/yGhheag7PM
#feminism #metoo https://t.co/GcG9RKMjYq";;en;'feminism', 'metoo';nan;Online l Globally l Earth;;;;2015-10-21 09:05:07;AroundOMedia;AroundOnlineMedia180;Your daily dose of online media. For leadership tips, visit leadingwithpassion dot org. #fb #ff #ifb;381744;False;44438;44503;0;0;https://t.co/nlAQVwagWg;145;True;False;False;english;"Why you sometimes have to stand up for what you believe in, even if you have to stand completely alone: https://t.co/yGhheag7PM
#feminism #metoo https://t.co/GcG9RKMjYq";"why you sometimes have to stand up for what you believe in, even if you have to stand completely alone: 
  ";sometimes stand believe , even stand completely alone : ;[('sometimes', 'RB'), ('stand', 'VB'), ('believe', 'NN'), (',', ','), ('even', 'RB'), ('stand', 'VBP'), ('completely', 'RB'), ('alone', 'RB'), (':', ':')];sometim stand believ , even stand complet alon :;sometimes stand believe , even stand completely alone :
2019-03-22 10:44:51;False;For @CNN #metoo⁠ ⁠ RE: #BreastImplants #BII @US_FDA expects significant attendance from the public and advises attendees to plan appropriately. #nyjsm - https://t.co/tr9TukgtIj;;en;'metoo', 'BreastImplants', 'BII', 'nyjsm';'CNN' 'US_FDA';911;;;;2009-08-11 00:37:41;nyjsm;Matthew Vasey MD;ER Doc, Editor-in-Chief of the New York Journal of Style and Medicine ® - Stay healthy my friends - 143k views - Est. 2006 #nyjsm;4695;False;1061;656;1;2;https://t.co/qj8uRK8mGV;68;False;False;False;english;For @CNN #metoo⁠ ⁠ RE: #BreastImplants #BII @US_FDA expects significan not attendance from the public and advises attendees to plan appropriately. #nyjsm - https://t.co/tr9TukgtIj;for   ⁠ re:    expects significan not attendance from the public and advises attendees to plan appropriately.  - ;⁠ : expects significan attendance public advises attendees plan appropriately . - ;[('\u2060', 'NN'), (':', ':'), ('expects', 'VBZ'), ('significan', 'JJ'), ('attendance', 'NN'), ('public', 'JJ'), ('advises', 'VBZ'), ('attendees', 'NNS'), ('plan', 'NN'), ('appropriately', 'RB'), ('.', '.'), ('-', ':')];⁠ : expect significan attend public advis attende plan appropri . -;⁠ : expect significan attendance public advise attendee plan appropriately . -
2019-03-22 10:44:48;False;"""I’ll tell u exactly why it’s going to be even more difficult in the future #WadeRobson, J.Safechuck &amp; Dan Reed.They hijacked a once legitimate movement in #Metoo to pay the legal fees of men in debt to the Estate of #MichaelJackson. The damage will be colossal"" @invinciblekop";;en;'WadeRobson', 'Metoo', 'MichaelJackson';'invinciblekop';World-Wide #IDWP;;;;2010-08-03 16:28:39;MJJJusticePrjct;MJJJusticeProject;"https://t.co/vcCb62XQBh
https://t.co/TcTqP0Q5hA https://t.co/sRkZ8pMHcI";194499;False;14138;4804;6;25;http://t.co/O9K5mjy0wZ;254;False;False;False;english;"""I’ll tell u exactly why it’s going to be even more difficult in the future #WadeRobson, J.Safechuck &amp; Dan Reed.They hijacked a once legitimate movement in #Metoo to pay the legal fees of men in debt to the Estate of #MichaelJackson. The damage will be colossal"" @invinciblekop";"""i’ll tell u exactly why it’s going to be even more difficult in the future  j.safechuck &amp; dan reed.they hijacked a once legitimate movement in  to pay the legal fees of men in debt to the estate of  the damage will be colossal"" ";"`` ’ tell u exactly ’ going even difficult future j.safechuck & amp ; dan reed.they hijacked legitimate movement pay legal fees men debt estate damage colossal '' ";"[('``', '``'), ('’', 'NN'), ('tell', 'NN'), ('u', 'RB'), ('exactly', 'RB'), ('’', 'VBZ'), ('going', 'VBG'), ('even', 'RB'), ('difficult', 'JJ'), ('future', 'JJ'), ('j.safechuck', 'NN'), ('&', 'CC'), ('amp', 'NN'), (';', ':'), ('dan', 'CC'), ('reed.they', 'VB'), ('hijacked', 'JJ'), ('legitimate', 'JJ'), ('movement', 'NN'), ('pay', 'NN'), ('legal', 'JJ'), ('fees', 'NNS'), ('men', 'NNS'), ('debt', 'NN'), ('estate', 'NN'), ('damage', 'NN'), ('colossal', 'NN'), ('``', '``')]";"`` ’ tell u exactli ’ go even difficult futur j.safechuck & amp ; dan reed.they hijack legitim movement pay legal fee men debt estat damag coloss ``";"`` ’ tell u exactly ’ go even difficult future j.safechuck & amp ; dan reed.they hijacked legitimate movement pay legal fee men debt estate damage colossal ``"
2019-03-22 10:44:43;False;"The #MeToo movement, combatting structural violence, revolutionising sex education, undoing the gender binary: our panorama hones in on the struggles to define feminist and LGBTQI+ action over the next three decades. 
From the new edition #2049OpenFuture
https://t.co/gche8aiOHV";;en;'MeToo', '2049OpenFuture';nan;;;;;2016-04-11 10:04:58;GreenEUJournal;GreenEuropeanJournal;"European venue for Green ideas! Articles & analysis from progressive & Green voices.19 languages. @GEF_europe publication. 
Newsletter ➡️https://t.co/VfuxdwoWQj";2419;False;3651;2427;2;5;https://t.co/1qySbaiYjm;118;False;False;False;english;"The #MeToo movement, combatting structural violence, revolutionising sex education, undoing the gender binary: our panorama hones in on the struggles to define feminist and LGBTQI+ action over the next three decades. 
From the new edition #2049OpenFuture
https://t.co/gche8aiOHV";"the  movement, combatting structural violence, revolutionising sex education, undoing the gender binary: our panorama hones in on the struggles to define feminist and lgbtqi+ action over the next three decades. 
from the new edition 
";movement , combatting structural violence , revolutionising sex education , undoing gender binary : panorama hones struggles define feminist lgbtqi+ action next three decades . new edition ;[('movement', 'NN'), (',', ','), ('combatting', 'VBG'), ('structural', 'JJ'), ('violence', 'NN'), (',', ','), ('revolutionising', 'VBG'), ('sex', 'NN'), ('education', 'NN'), (',', ','), ('undoing', 'VBG'), ('gender', 'NN'), ('binary', 'NN'), (':', ':'), ('panorama', 'NN'), ('hones', 'NNS'), ('struggles', 'VBZ'), ('define', 'JJ'), ('feminist', 'NN'), ('lgbtqi+', 'JJ'), ('action', 'NN'), ('next', 'IN'), ('three', 'CD'), ('decades', 'NNS'), ('.', '.'), ('new', 'JJ'), ('edition', 'NN')];movement , combat structur violenc , revolutionis sex educ , undo gender binari : panorama hone struggl defin feminist lgbtqi+ action next three decad . new edit;movement , combat structural violence , revolutionise sex education , undo gender binary : panorama hone struggle define feminist lgbtqi+ action next three decade . new edition
2019-03-22 10:44:33;True;;RT @TomiLahren: We live in a time where disagreeing with a liberal is bullying, but calling a conservative a slut is a social justice victo…;en;;'TomiLahren';;;;;2012-08-28 12:29:50;BishirDeborah;DEPLORABLE DEBORAH ❌;#FLOTUS #KAG2020,#COVFEFE #TCOT #MAGA Wife,Mom,Mamaw-Jesus,fam,USA RED/WHT/BLU 🇺🇸TRUMPTRAIN/HOOSIER TRUMPERS LISTS=BLOCKED #QFDBAN (follow me Patriot72~gab);69223;False;11588;11994;2823;0;;99;True;False;False;english;RT @TomiLahren: We live in a time where disagreeing with a liberal is bullying, but calling a conservative a slut is a social justice victo…;  we live in a time where disagreeing with a liberal is bullying, but calling a conservative a slut is a social justice victo…;live time disagreeing liberal bullying , calling conservative slut social justice victo… ;[('live', 'JJ'), ('time', 'NN'), ('disagreeing', 'VBG'), ('liberal', 'JJ'), ('bullying', 'NN'), (',', ','), ('calling', 'VBG'), ('conservative', 'JJ'), ('slut', 'NN'), ('social', 'JJ'), ('justice', 'NN'), ('victo…', 'NN')];live time disagre liber bulli , call conserv slut social justic victo…;live time disagree liberal bullying , call conservative slut social justice victo…
2019-03-22 10:44:21;True;;RT @TomiLahren: We live in a time where disagreeing with a liberal is bullying, but calling a conservative a slut is a social justice victo…;en;;'TomiLahren';;;;;2013-11-08 18:48:32;bchurch73;Brock Church;;2202;False;136;99;2823;0;;0;True;False;True;english;RT @TomiLahren: We live in a time where disagreeing with a liberal is bullying, but calling a conservative a slut is a social justice victo…;  we live in a time where disagreeing with a liberal is bullying, but calling a conservative a slut is a social justice victo…;live time disagreeing liberal bullying , calling conservative slut social justice victo… ;[('live', 'JJ'), ('time', 'NN'), ('disagreeing', 'VBG'), ('liberal', 'JJ'), ('bullying', 'NN'), (',', ','), ('calling', 'VBG'), ('conservative', 'JJ'), ('slut', 'NN'), ('social', 'JJ'), ('justice', 'NN'), ('victo…', 'NN')];live time disagre liber bulli , call conserv slut social justic victo…;live time disagree liberal bullying , call conservative slut social justice victo…
2019-03-22 10:44:20;True;;RT @Koimoi: Are you serious? #RanbirKapoor ‘doesn’t care’ about #MeToo against @RajkumarHirani, plans to continue working with #Sanju direc…;en;'RanbirKapoor', 'MeToo', 'Sanju';'Koimoi' 'RajkumarHirani';New Delhi, India;;;;2015-04-07 14:19:47;shwetap42680702;Shweta_Pathak;baji padi hai band heer ki;174672;False;1006;418;28;0;;81;True;False;True;english;RT @Koimoi: Are you serious? #RanbirKapoor ‘doesn’t care’ about #MeToo against @RajkumarHirani, plans to continue working with #Sanju direc…;  are you serious?  ‘doesn’t care’ about  against  plans to continue working with  direc…;serious ? ‘ ’ care ’ plans continue working direc… ;[('serious', 'JJ'), ('?', '.'), ('‘', 'NN'), ('’', 'NNP'), ('care', 'NN'), ('’', 'NNP'), ('plans', 'VBZ'), ('continue', 'VBP'), ('working', 'VBG'), ('direc…', 'NN')];seriou ? ‘ ’ care ’ plan continu work direc…;serious ? ‘ ’ care ’ plan continue work direc…
2019-03-22 10:44:07;False;"#I_Have_a_Dream😊#MeToo  😍
#Freedom #Justice &amp; #Democracy😍🤗

You cannot fake effort; talent is great, but perseverance is necessary.

#Quote 😀#Team_1W1Lツ👉Amy Bloom https://t.co/z4TMeQah5h";;en;'I_Have_a_Dream', 'MeToo', 'Freedom', 'Justice', 'Democracy', 'Quote', 'Team_1W1Lツ';nan;Near me ... most of the time ...;;;;2018-11-02 12:58:23;Paolo_Pap_1;Paolo;🖕🐸Ciao ... People ... 👉#I_Have_a_Dream😊#MeToo  😍#Freedom #Justice & #Democracy😍🤗#Quote ...😀#Team_1W1Lツ😀Thank you for visiting my World ...;114620;False;1366;1339;0;0;https://t.co/L0FNLpPEMd;3;True;False;True;english;"#I_Have_a_Dream😊#MeToo  😍
#Freedom #Justice &amp; #Democracy😍🤗

You cannot fake effort; talent is great, but perseverance is necessary.

#Quote 😀#Team_1W1Lツ👉Amy Bloom https://t.co/z4TMeQah5h";"  😍
  &amp; emocracy😍🤗

you cannot fake effo; talent is great, but perseverance is necessary.

 😀 bloom ";"😍 & amp ; emocracy😍🤗 fake effo ; talent great , perseverance necessary . 😀 bloom ";"[('😍', 'NN'), ('&', 'CC'), ('amp', 'NN'), (';', ':'), ('emocracy😍🤗', 'CC'), ('fake', 'VB'), ('effo', 'NN'), (';', ':'), ('talent', 'NN'), ('great', 'JJ'), (',', ','), ('perseverance', 'NN'), ('necessary', 'JJ'), ('.', '.'), ('😀', 'NN'), ('bloom', 'NN')]";"😍 & amp ; emocracy😍🤗 fake effo ; talent great , persever necessari . 😀 bloom";"😍 & amp ; emocracy😍🤗 fake effo ; talent great , perseverance necessary . 😀 bloom"
